Datetime,Name,Job_title,Skills,Description
2020-07-01 02:25:47-07:00,UNOPS,Google Apps Script Developer,"['dev', 'digital nomad']","&nbsp;Background information - ICT



The UNOPS Information and Communication Technology (ICT) unit is focused innovation and harnessing cutting-edge technology to deliver solutions to UNOPS that truly address business needs. &nbsp;

Working with UNOPS ICT is a unique opportunity to deliver systems to users around the world - making an impact on development and solving practical problems for the UNOPS workforce and thereby help people build better lives and countries achieve peace and sustainable development.
ICT&rsquo;s goal is to provide greater effectiveness, efficiency and differentiation to UNOPS products and services. UNOPS ICT unit is responsible for architecting, designing, delivering, and managing all UNOPS ICT infrastructure and business applications. The unit includes Enterprise Architects, Business Analysts, Solutions Designers and Developers from all around the world who are based primarily in Denmark and Thailand.





&nbsp;Functional Responsibilities









In 2018, UNOPS initiated a digital shift from Microsoft based products to Google Suite. Starting in January 2020, the entire organization has operated a progressive shift to G-suite. The main G-suite features used by UNOPS are Gmail, Calendar, Google Drive/Docs/Sheets/Slides, Forms, Google+/Currents, Chat, Meet and Data Studio.&nbsp;

We are looking for a Google Apps Script developer, with experience in web development related to Google Suite to provide technical solutions in order to facilitate the transition and adaptation from Microsoft to Google Suite. The developer will work with various business units on a variety of business needs.&nbsp;

To excel in this position, you should demonstrate a service-minded approach, possess good communication skills, good IT understanding, have the ability to learn, and be a good team player.

Under the supervision of the Enterprise Architect, Software, and in close coordination with the rest of the ICT team, your functions, among others, will be:



1. Develop business applications







* 

Receive technical and business requirements from ICT


* 

Advise ICT on the recommended implementation for specific business needs / scenarios.


* 

Design and develop robust technical solutions leveraging Google products in line with technical requirements.







2. Perform technical review and testing of code for business applications







* 

Undertake unit and other forms of technical testing of developed applications, ensuring that the applications work as intended and making sure the applications are optimized in terms of performance and usability. Suggest new approaches and/or tools that may be used to improve testing.


* 

Perform technical testing of existing and new functionality of developed applications and when upgrades / patches are applied.


* 

Assist the Testing and Quality Assurance team in troubleshooting anomalies, understanding impacts and identifying solutions to bugs or gaps in functionality.


* 

Adequately document all work activities, including code specifications and test plans.







3. Embed relevant knowledge management and innovation within the ICT Development function







* 

Contribute ideas, concerns and suggested approaches during technical design sessions with other ICT developers.


* 

Contribute to the specification of applications, ensuring high graphical and UX standards are met and brand consistency is adhered to as specified by the ICT Enterprise Architecture and Platforms team.


* 

Contribute through evidence-based opinions during UX design sessions with other developers and provide feedback to the ICT Enterprise Architecture and Platforms team on established design standards.


* 

Stay up to date with emerging technologies and where appropriate, advocate for their consideration.


* 

Advocate for the development of new, innovative concepts that could be implemented in addition to or as a replacement for existing solutions.








&nbsp;Education/Experience/Language requirements

Education:



* 

Master&rsquo;s Degree, preferably in Computer Science, Information Technology, Information Systems or other relevant discipline is required.


* 

A Bachelor&rsquo;s degree in combination with additional two years of experience may be accepted in lieu of a master's degree.


* 

Secondary education in combination with additional six years of experience may be accepted in lieu of a master's degree




Experience:



* Minimum 3 year of Javascript experience is required.&nbsp;

* Minimum 1 year of Google Apps Script experience

* Minimum of 1 year of experience with building G Suite Add ons for Docs, Sheets, Slides

* Strong experience in web development and experience using various types of web APIs.

* Experience with source control (GIT) and the ability to think and work structured with regards to best-practice version handling and deployment strategies.

* Strong knowledge of Google G Suite APIs is required (Drive, Sheets, Docs, Admin, Gmail, Directory, etc.).

* Knowledge and experience with other GCP APIs is highly desired.

* Proficient in advanced use of G Suite products (Docs, Slides, Forms and especially Google Sheets)

* Experience with SQL and data queries in general is required.

* Ability to work independently in a dynamic environment where you are the subject matter expert

* Ability to multitask in a fast paced environment with minimal direction and oversight.

* Good understanding of authentication- and authorization protocols and flows (SAML, IAM, Identity Platform, OAuth, OpenID Connect, Service Account- and key management, etc.) is desired.&nbsp;

* Understanding of Big Query and Data Studio, including corresponding API is highly beneficial.




Language requirements:




* Full working knowledge of English is essential.



 Apply now and work remotely at UNOPS"
2020-07-01 02:17:04-07:00,HUBX,Lead Vue.js PHP Developer,"['dev', 'javascript', 'php', 'exec']","
Role and Responsibilities

We are looking for an expert level&nbsp;programmer with strong fundamentals in computer science and problem-solving skills - ideally someone with a 1st class&nbsp;bachelors degree in Computer Science.

To join a team of senior level&nbsp;engineers, reporting to the CTO,&nbsp;collectively managing a team of approximately 30 developers working on enhancements to our core platform HUBX, a mature multi-tenant SaaS platform built in Vue.js and PHP Symfony. We are currently reviewing the go-forward technology stack.

The ideal candidate&nbsp;will be very familiar with a software development lifecycle that&nbsp;uses sophisticated GIT based branching models with continuous integration and deployment in AWS. Writing clean, elegant, scalable, robust, well-tested, bug-free code will be a passion in the person we are looking for and they should expect to show leadership to more junior team members through pairs programming and code review process.

This is a lead developer position running a team of approximately six distributed developers.&nbsp;Strong interpersonal skills are a must-have requirement for this role.

Starting with a 3-month probationary period, exceptional candidates will be offered a full-time role once this completes.


* Develop a sense of product ownership and share the responsibility for its strategic direction

* Provide&nbsp;architectural vision for the platform and help set the roadmap for its execution

* Continuously drive the development team to&nbsp;work efficiently to&nbsp;deliver new features to the platform

* Lead-from-the-front in all&nbsp;programming matters

* Keeping up to date with the latest developments in software engineering

* Suggesting new ideas for&nbsp;platform features

* Play a key&nbsp;part in deciding the future programming landscape and technology stack

* Strong participation in the agile project management process

* Collaborate closely&nbsp;with senior management, product owner, product designer, project management, business analysts, QA testers, test automation engineers and the DevOps team.

* Ability to liaise with key enterprise clients of the platform to ensure delivery expectations are fully managed.

* Provide strong leadership for&nbsp;a fully remote and distributed development team




General Skills


* Ability to work in a team with a desire to contribute and make an impact from day one

* Communicate complex ideas in a clear and concise manner

* Interest in financial investments and capital markets

* Good interpersonal and presentation skills

* Proactive and pragmatic




Essential Technical Skills / Experience


* Full-stack developer

* Highly proficient in JavaScript (TypeScript) and PHP

* Strong familiarity with Vue.js and PHP Symfony

* Flare for innovation and design

* Production ""eye"" for quality&nbsp;&nbsp;

* Full familiarity with AWS tech stack

* Relational Databases

* Strong grasp of software development fundamentals (data structures, algorithms, object-oriented programming, development methodologies)&nbsp;

* Systems integration and API development experience




Desirable Skills / Experience


* Other JavaScript frameworks (React, Angular)

* Front-end development (HTML, CSS, LESS, SASS)

* Cloud Providers (AWS, Azure, GCP)

* Python




Minimum Academic Qualifications


* BSc in Computer Science (2:1)




The Ideal Candidate


* Practical approach, hands-on and a strong team player

* Good interpersonal and presentation skills

* Self-starter and resourceful

* Intelligent&nbsp;and with high energy levels



 Apply now and work remotely at HUBX"
2020-07-01 01:24:50-07:00,Nebulab,Ruby On Rails Developer,"['dev', 'ruby', 'digital nomad', 'ruby']","
Nebulab is looking for an experienced Ruby on Rails Developer to join our distributed team and work on challenging international projects, both open and private.

Who we are

Nebulab is a digital consulting agency with a full-remote culture and two&nbsp;offices in Italy. We are specialized in building bespoke eCommerce websites and web applications for international clients from various industries, which range from exciting startups to large established brands. We're a growing team of friendly people with a culture based on continuous learning, transparency, collaboration and quality over quantity.

Responsibilities


* Build solid, scalable and maintainable Rails applications with excellent test coverage.

* Write technical documentation.

* Communicate constantly with the client and organize teamwork.

* Help and share expertise with other members of the team.

* Collaborate with other developers, designer, team leads and stakeholders to understand business goals, analyze requirements and propose your ideas and technical solutions.

* Review colleagues' code, participate in pairing sessions and provide mentorship to junior and intermediate developers.

* Help in project estimation and planning.

* Lead a project independently from the start to the execution.

* Write clean and tested code in accordance with our style guides.




Required skills


* Have experience in developing Ruby on Rails applications.

* Have experience with relational databases like PostgreSQL or MySQL.

* Be a coverage fanatic.

* Have a great understanding of object-oriented programming and design patterns.

* Be confident with Git and with Unix shell.

* Be (or want to be?) an open source contributor.

* Have a very good command of written and spoken English.

* Have excellent communication and collaboration skills.

* Have knowledge of project management tools like Trello and GitHub Projects.

* Have a thorough knowledge of RSpec.

* Have a basic experience with HTML and CSS (Sass or Less)




Good to have skills


* Have experience with Solidus or Spree.

* Have experience with eCommerce platforms.


* Have experience with JavaScript and Front End frameworks like React or Vue.js.

* Have some DevOps skills.

* Be able to write technical blog posts.

* Be curious about latest technologies.

* Be able to speak at tech conferences, workshops, and meetups.




What we offer


* 100% Remote work: You can work from one of our beautiful offices in Italy or remotely, as much as you want.

* Paid retreats: We get together twice a year to work on our own projects, bond and chill out!

* Cheerful environment: You&rsquo;ll be surrounded by people who love what they do and have a good time while doing it.

* Top-notch equipment: We will provide whatever hardware (MacBook Pro, Bose or Sony noise canceling headphones and LG 4K monitor) and software you need in order to do your very best work.

* Study Fridays: We only work for clients 4 days a week. Friday is dedicated to personal growth and demos!

* Paid conferences: Want to attend that conference? Let us know and we&rsquo;ll pay for the trip, accommodation, and tickets.

* Educational budget: We provide a budget for books, courses and anything else that will help you hone your skills.

* Competitive salary: We believe in compensating people fairly, so we offer salaries amongst the best you can find.

* Flexible work hours: As long as you&rsquo;re doing great work, we really don&rsquo;t mind if it&rsquo;s a regular 9-to-5 or something else.

* Mentoring: You&rsquo;ll have a dedicated mentor who&rsquo;ll cheer for you as well as make sure you never stop growing.




What to expect at the job interview

A complete overview of our hiring process is in the hiring section of our playbook, just read through the ""Hiring Process"" section to learn more.
 Apply now and work remotely at Nebulab"
2020-06-30 21:51:32-07:00,Dealer Inspire,Apis Developer,"['dev', 'digital nomad']","
ABOUT THIS ROLE:

The Internal APIs Developer will assist the team in developing APIs for use in a service-oriented architecture in a scrum-based environment. The Internal APIs Developer will help with&nbsp;the creation of new features, works with senior and mid-level colleagues to fix bugs, and addresses support concerns via company communication tools. Strong problem solving, organization, and documentation skills are key to success.&nbsp;

ABOUT YOU:

Required Skills &amp; Experience:


* Background in Object Oriented development.

* Versed in PHP and Javascript.

* Experience building APIs and API integrations.

* Relational Database design and architecture (MySQL).

* Comfortable with Unit Testing, Version Control, Pull Requests, and Peer Review.

* Demonstrated ability to communicate complex terms and ideas to stakeholders and coworkers.

* Fast learner &amp; interested in new technologies.

* Familiarity with Atlassian tools (JIRA, Bitbucket, and Confluence).

* Experience with Doctrine, Apigility, Zend Framework 2, and Laravel.

* Experience in Agile environments is highly desirable; as well as any Scrum Training.&nbsp;&nbsp;

* Familiarity with Docker and Docker Compose is a plus.

* Familiarity with AWS infrastructure and tools is a plus.

* Bonus:&nbsp; Experience with Laminas.



 Apply now and work remotely at Dealer Inspire"
2020-06-30 18:27:14-07:00,Art & Logic,Full Stack Web Developer,"['full stack', 'dev', 'web dev', 'digital nomad']","
Art+Logic is looking for Full Stack Web Developers to work with us on interesting custom software projects. We&rsquo;ve been around since 1991, and we&rsquo;re still going strong.&nbsp;

Our ideal developers thrive in the environment of variety and challenge that is inherent to custom software development, working with us in a long-term relationship over many projects for numerous clients.

Since we do custom software development, the skills and needs for each project can vary widely. This goes beyond just the languages we use, to the industries and problem domains we work in. We look for generalists; most importantly those who are excited to learn and take on new challenges. You can expect to grow both in your strength and your versatility when working here. We want to help you do so.

We work remotely all over the United States and Canada. We expect you to be able to work well on your own and comfortably with teams. You won&rsquo;t have someone looking over your shoulder so you'll need to be communicative and reliable, and hold yourself accountable. We depend on each other.

Art+Logic is run by humans, who work and create using technology. Things can go wrong and we need to respond to the unexpected by being kind, considerate, fair, flexible, and calm. We treat our clients and peers as respectfully as we would like to be treated.

Here&rsquo;s an example of some projects we&rsquo;ve worked on recently, so you can better understand the wide range of projects and challenges we undertake:


* Implementing a Django-based DoD CAC card login

* Writing a data model layer using SQLAlchemy to provide an object-oriented view of a legacy relational database schema. This model layer provides all business rules and data integrity using advanced python3 features. This data model in turn serves a REST API (python-pyramid) consumed by an advanced single-page web application written with Marionette (Backbone)

* Created Windows tablet application to communicate with client's modbus hardware and upload data to Python/Django/Vue webapp for analysis and display




What we want from you: (aka: skills)

We currently have a high demand for Python, specifically Django, and JavaScript web framework experience.&nbsp;

However, more important than that, we are looking for people who are curious and looking for opportunities to learn. People who like learning and creating on their own. Those who are able to drive themselves or even lead others when completing projects. Developers who are able to organize and express their ideas. Communication is paramount here.

Relationship Details:

We are looking for Contractors (1099) for long term open-ended relationships. Work hours are flexible; requiring reasonable overlap with normal working hours to support team communications, and not just nights and weekends. Our rates range from $35-$55/hour. We are ONLY looking for people in the United States and Canada.

We want you to enjoy working for us, and to be able to have a life outside of work. Since you're not commuting you can embrace the freedom of working from where you enjoy living, and use the saved time for your personal life and relationships. We don&rsquo;t ask our developers to work consistently over 40 hours/week.&nbsp;

It&rsquo;s important to us in the hiring process that we allow developers to demonstrate their abilities by actually developing something, because a list of previous employers or educational background aren&rsquo;t always indicators of what someone can do. All applicants are asked to submit a solution to a programming challenge that emulates a task we might assign on a project.&nbsp;
 Apply now and work remotely at Art & Logic"
2020-06-30 15:41:41-07:00,CareEvolution,Software Developers Operations Personnel For Healthcare Platform,"['dev', 'ops', 'digital nomad', 'devops']","
Come and do something that actually matters.

CareEvolution&rsquo;s software platform is helping to solve some of the most pressing problems in patient care and public health.

Our mobile and web applications are used by clinicians, researchers, and patients. For example, our MyDataHelps app supports research like the Scripps Research Institute's&nbsp; DETECT Health Study, whose objective to identify early warning signs for viral illness&mdash;including COVID-19.

CareEvolution a problem-oriented organization. As such, we&rsquo;re looking for new colleagues who are at ease transcending stack/competency boundaries. We are not necessarily looking for people who are &ldquo;full stack&rdquo; but we do not hire people who are ""single stack"" (for example, front-end only). Interested candidates should have at least three of the following competencies:


* Development Technologies



* C#

* Python

* SQL (especially advanced knowledge of SQL Server)

* iOS

* Android

* Javascript



* Operations



* AWS

* Windows Server

* Powershell

* Active Directory

* Terraform

* Reliability Engineering



* Monitoring and Security Operations



* Splunk

* Nagios

* Advanced firewall configuration

* Backups and validation

* NIST 800-53 Rev. 4

* HITRUST CSF



* QA



* Testing

* Bug reproduction, prioritization, resolution, and elevation

* Support

* Documentation



* Deployment Upgrades



* Configuration

* Testing

* Validation



* Customer Management



* Communication

* Requirements discovery

* Feature prioritization and synthesis

* Validation



* Health IT Expertise



* HL7

* CCD

* Claims formats

* ICD9/ICD10

* SNOMED

* Etc.



* Statistics/ML

* Other Competencies



* UX

* Front-end development

* Back-end development

* Client interaction

* Product ownership and management






We do not hire people who are, for example, &ldquo;front-end only&rdquo;. In a problem-oriented organization like CareEvolution, we must hire personnel who are at ease transcending stack/competency boundaries.

CareEvolution is a great place to work. Some of the benefits you will enjoy:


* Very competitive salary

* Remote work culture from the beginning ( of us are remote)

* Top-notch colleagues

* The opportunity to work on real problems

* The opportunity and responsibility to define your own destiny at the company

* Small, flat, politics-free organization

* Extremely stable but rapidly growing core business




Interested? Schedule a remote interview with us by submitting your resume to resume@careevolution.com.

Must be U.S. Resident to apply.
 Apply now and work remotely at CareEvolution"
2020-06-30 11:55:58-07:00,DIGARC,Senior Software Engineer Angular 2 For Student Success Software,"['dev', 'javascript', 'angularjs', 'senior']","
Summary

This Senior Engineer will be a valuable member of a Scrum team responsible for developing and supporting one of our web-based SaaS offerings. This person will be highly proficient in Angular 2+ and Javascript for enterprise application development. This person should also have experience programming against APIs. This person will have experience working on a scrum team within sprints, participating in estimations and refinements, and able to follow a story&rsquo;s acceptance criteria and mockups to produce a working user interface. This person will need to be self-motivated and possess strong communication and coordination skills between Product, Engineering, and QA.&nbsp;


Essential Duties and Responsibilities:

Engineering:


* Complete sprint stories, fix bugs, and code new features:







* Assist in refining backlog work and defining acceptance criteria

* Accurately estimate time required for a story

* Support work with code reviews, unit/integration tests and by contributing documentation



* Install and maintain personal docker environment

* Uphold DIGARC&rsquo;s development process





Essential Duties and Responsibilities (c0nt):

Communication:


* Engage other Engineers about code, process and challenges within the Agile framework

* Communicate problems and solutions directly and effectively to leadership




Competencies:&nbsp;


* Ability to analyze, design, read, write, and explain Angular 2+

* Ability to understand and troubleshoot the application stack (Python API, Angular front end, MVC Structure)

* Ability to write quality unit tests

* Ability to use Git effectively

* Strong communication and problem-solving skills&nbsp;

* Self-starter&nbsp;

* Adept at working independently and efficiently on several projects in the same timeframe

* Proven ability to work collaboratively with others

* Tenacity in troubleshooting (client issues, performance, data integrity)

* Aptitude for constantly learning new technologies, highly desired





Education and Experience:&nbsp;


* B.S. in Computer Science, Information Systems or related Engineering or equivalent experience

* 4+ years of experience debugging and problem solving with large, complex web-based applications







* 4+ years experience with Javascript front end development, preferably Angular 2+

* 2+ years experience working with APIs or Python



* 2+ years with enterprise software development, maintenance and process

* Experience testing frameworks and unit testing

* Experience with Docker

* Experience with Agile process, especially Scrum





Physical Demands and Work Environment:&nbsp;

The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job.&nbsp; Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.&nbsp; Travel outside of the office is minimal but can happen on occasion.&nbsp; Typical professional office working conditions.

**&nbsp;U.S. Citizenship or ability to work in the United States without sponsorship (currently and in the future)&nbsp;**

All DIGARC employees are expected to display unquestionable integrity in every aspect of work and dealing with others.&nbsp; Respect for diversity and inclusion of all individuals is imperative to our business success and required.
 Apply now and work remotely at DIGARC"
2020-06-30 11:45:41-07:00,DIGARC,Software Engineer Student Registration Software,"['dev', 'engineer', 'digital nomad']","
Software Engineer&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;

&nbsp;Work Location:&nbsp; Remote

Summary

We are looking for a 6-month contract ($40-$5/hour) software developer to work remotely in collaboration with our highly experienced team of developers. Candidates must be highly motivated team players with excellent communication skills, who thrive in an inventive and dynamic environment. If you&rsquo;re creative, ambitious, and always looking for new ways to innovate, we&rsquo;d like to talk to you. We need your expertise and passion to help us build and integrate our next generation of software.

&nbsp;Essential Duties and Responsibilities:


* Design, code, and document software solutions to fulfill client requirements

* Design, prototype, and implement user-friendly web-based user interfaces

* Test, code and perform unit test plans

* Integrate software with 3rd party applications

* Participate and assist in application architecture functions

* Engage with Director, Software Engineering about code, process and challenges




Required Competencies: 


* Java Programming (including Spring)

* HTML / CSS, JavaScript (including jQuery)

* Web Services (Servlets, SOAP/REST, JSON, XML)

* SQL (e.g. MySQL, Oracle SQL)

* Apache HTTPD, Tomcat

* Eclipse IDE

* Windows / Linux (Redhat, Ubuntu)

* Strong communication skills (written and spoken)

* Self-motivated, creative, positive

* Aptitude for constantly learning new technologies, highly desired




&nbsp;Desired Competencies:


* Git, Maven

* Single-Sign-On (SSO)

* DNS Configuration, Domain Certificate Installation

* Build and Deployment Automation (e.g. Ansible, Vagrant)

* Web Security knowledge and techniques

* Load Balancing

* Adobe PhotoShop




&nbsp;Education and Experience: 


* S. in Computer Science, Information Systems or related Engineering degree, or equivalent experience

* 2+ years of experience debugging and problem solving with large, complex web-based applications

* 5+ years with enterprise software development, maintenance and process

* Exposure to Agile process, especially Scrum and Scrumban

* Exposure to testing frameworks and unit testing




Perks:


* Fast-paced, supportive learning and work environment

* Small tight-knit top performing team; high level of communication with all members and departments

* Hands-on training, mentorship, and collaboration with highly experienced developers

* Ability to see your work in motion, making a tangible difference for thousands of users





Physical Demands and Work Environment: 

The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job.&nbsp; Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.&nbsp; Travel to the office is minimal but may be required on occasion for an all company event.&nbsp;

All DIGARC employees are expected to display unquestionable integrity in every aspect of work and dealing with others.&nbsp; Respect for diversity and inclusion of all individuals is imperative to our business success and required.
 Apply now and work remotely at DIGARC"
2020-06-30 08:37:12-07:00,CEL,Senior Backend Go Developer,"['dev', 'senior', 'backend', 'digital nomad']","
Reports To: The Senior backend engineer will report to the Lead developer.

Preferred timezone&nbsp;are Paris+-2H&nbsp;OR Ho&nbsp;Chi Minh City +-2H


Job Overview: You will join the Simcel Product team which is working on a groundbreaking product that will change the way supply chain is done.&nbsp; A big part of the job will consist in transforming the huge experience gathered by decades of Supply Chain consulting with the biggest FMCG companies into an automated solution, then extend beyond this experience. Your role will be to take leadership in maintaining or implementing some of the core backend feature that will enable simcel to deliver the highest possible value, and grow beyond our first customers.


Responsibilities and Duties:


* Be in charge of designing, implementing and maintaining core backend features of our micro-services.

* Insure backend features are developed with a high level of quality, as well as participate in our continuous refactoring endeavour.

* Help conducting non technical, cross departements meetings to transform Supply Chain knowledge into clear code specifications.

* Be a source of proposition for new features or improvements.

* Collaborate with the Data team to integrate the data intelligence it produces into our micro services.

* Be highly autonomous, especially be able to transform fuzzy, complex and various requirements into clear specifications, plan for their implementation and deliver.




Qualifications:


* Good communication skills (fluent english)

* At least 5 years as a backend developer

* With at least 3 years in go

* Experience with NoSQL databases (MongoDB&nbsp;preferred)

* Experience working remotely

* At least one experience in multicultural work environment highly appreciated

* Python experience appreciated

* Experience with non-web project highly appreciated

* Experience with Supply Chain or Simulation highly appreciated

* Autonomous. Driven. Excited to learn.

* Experience with automated testing / continuous integration.

* Appreciated: MS in computer science or engineering diploma

* Appreciated: Docker, AWS

* Git



 Apply now and work remotely at CEL"
2020-06-30 08:23:24-07:00,CEL,Lead Developer Go Angular,"['dev', 'javascript', 'angularjs', 'exec']","
Reports To: The Lead developer will report to the CTO.

This position entails to shares and revenu shares.

Preferred timezone&nbsp;are Paris+-2H&nbsp;OR Ho&nbsp;Chi Minh City +-2H

Job Overview: You will join the Simcel Product team which is working on a groundbreaking product that will change the way supply chain is done.&nbsp; A big part of the job will consist in transforming the huge experience gathered by decades of Supply Chain consulting with the biggest FMCG companies into an automated solution, then extend beyond this experience. Your role will be to take leadership of the dev team, making sure everything is in place for simcel to deliver the highest possible value, and grow beyond our first customers.

Responsibilities and Duties:


* Be in charge of designing, implementing and maintaining core features of our product.

* Manage the product team and its sprints. Ensure releases are carefully planned and delivered.

* Collaborate with the product owner and CTO to make sure release planning are aligned with the long term roadmap

* Be able to carry out adoption of your planning and proposals among the teams

* Insure features are developed with a high level of quality, as well as participate in our continuous refactoring endeavour. Help setup quality guidelines and have them adopted by the team.

* Provide support to other developers. Be the referent in our cross code reviews.

* Help conducting non technical, cross departements meetings to transform Supply Chain knowledge into clear feature specifications.

* Be a source of proposition for new features or improvements.

* Collaborate with the Data team to integrate the data intelligence it produces into our product.

* Be highly autonomous, especially be able to transform fuzzy, complex and various requirements into clear specifications, plan for their implementation and deliver.




Qualifications:


* Excellent communication skills, total english fluency

* Experience managing technical teams, proven ability to get the team to deliver

* At least 5 years as a full stack developer

* At least 3 years in go

* At least 2 years of Angular or other front-end frameworks

* Experience with NoSQL databases (MongoDB preferred)

* Python experience appreciated

* Experience working remotely

* At least one experience in multicultural work environment highly appreciated

* Experience with non-web project highly appreciated

* Experience with Supply Chain or Simulation highly appreciated

* Autonomous. Driven. Excited to learn.

* Experience with automated testing / continuous integration.

* Appreciated: Experience with deployment automation&nbsp;

* Appreciated: MS in computer science or engineering diploma

* Appreciated: Docker, AWS

* Linux - Git



 Apply now and work remotely at CEL"
2020-06-30 08:18:30-07:00,Tynker,Software Engineer,"['dev', 'engineer', 'digital nomad']","
Software Engineer&nbsp;- Curriculum Development

Tynker is looking for an experienced&nbsp;software engineer&nbsp;with lots of creative ideas! In this role, you will design, develop and maintain original software curriculum and video content for Tynker's student audience who are learning to code. You will explain coding concepts in Python, JavaScript or Java and teach them how to build games, apps, and other creative projects using code. You will join a dynamic team of content developers, designer and game developers and come up with new and stimulating ways to engage young coders to get creative with code.

Tynker is the #1 Kids Coding platform and helps millions of students learn coding. Our self-paced courses and creativity tools guide them from block coding to JavaScript, Swift and and Python. Tynker's mission is to provide every child with solid foundations in STEM, programming and critical thinking skills to prepare them to become better architects of their future world.

Primary Tasks


* Record 3-5 minute videos using screen-capture tools while providing clear and concise voice instructions

* Create explanatory modules using markdown files and graphical multi-media content&nbsp;

* Publish new videos&nbsp;periodically&nbsp;to engage our student audience

* Collaborate with game designers, curriculum developers and developers to maintain a steady stream of new and relevant content

* Learn Tynker's curriculum which introduces technologies such as game design, robotics, Minecraft modding, visual development, programming languages, web and mobile app development, augmented reality and artificial intelligence




Requirements


* BS/MS degree in Computer Science

* 3 years of experience as an teacher or training instructor, with technical training or K-12 curriculum development

* Comfortable with explaining coding concepts in one of more of the following languages: JavaScript, Python, and Java

* Ability to quickly grasp technical and business concepts and explain them clearly and concisely

* Experience with video capture tools such as Camtasia, Adobe Captivate, Premiere or other e-learning development tools

* Ability to create simple visuals and animations to elevate the learning experience for kids

* Experience with managing a library of videos on streaming services such as Youtube or Vimeo

* Experience creating interactive e-learning courses and content.

* Work effectively in a fast-paced environment and revise content in a structured manner




If interested, please send your resume and portfolio to&nbsp;jobs@tynker.com.
 Apply now and work remotely at Tynker"
2020-06-30 04:41:18-07:00,Surevine,Software Engineer,"['dev', 'engineer', 'digital nomad']","
We aren&rsquo;t looking for a &lsquo;Rock Star&rsquo; or a &lsquo;Ninja&rsquo;. We aren&rsquo;t looking for a &lsquo;Super Star Developer&rsquo; either. We want a team player; someone who is tenacious about getting things done as part of a team in an environment that expects creativity and quality delivery. Be a rebel but be part of our rebel alliance.

Skills and Experience

Essential


* Strong knowledge of Java with 3+ years of experience

* Secure coding experience

* Experience of developing enterprise-grade, high performing scalable applications

* Demonstrable knowledge of relevant HMG security standards, control objectives and best practice controls from NCSC

* Strong knowledge of the Spring Boot framework (including spring data, spring security) and JEE containers

* Comfortable using AWS and Linux to support application development and deployment

* Proficient in application design and architecture

* Knowledge of a variety of persistence technologies, to include SQL and NoSQL

* Experience of designing Restful APIs

* Tenacious technical problem solver

* Good communicator

* Experience of working in Agile teams

* Demonstrable experience of working with version control, build tools, code-quality and testing tools




Desirable


* Experience of, or strong desire to learn, modern responsive front-end development (CSS3 with SPA frameworks such as React, Angular or Vue)

* Strong working knowledge of application integration points: e.g. SSO, SAML, LDAP, SSL/TLS

* Demonstrable passion for working with Open standards / Open Source




Responsibilities


* Continually critique and improve how the team delivers

* Architect secure software systems

* Design and develop reliable and secure software components

* Debug, solve and communicate technical problems

* Consider the user at every point in development

* Always be learning



 Apply now and work remotely at Surevine"
